subid,abstime,trial,edits,deletes,edges,drawtime,standard,drawndiagram
Slo9722,760337,7,25,0,14,53116,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;168|106;128|128;168|88;110|110;128|110;210|210;246|186;246|186;124|124;224|224;246|186;168
Slo9722,840364,8,31,0,17,71482,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;89|89;110|110;128|128;151|151;169|125;205|205;249|249;213|213;173|192;173|151;191|191;192|173;172|172;171|110;150
Slo9722,963237,9,57,9,12,117153,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;165|210;209|174;214|214;231|231;271|271;289|289;209|165;209|165;245|245;289
Slo9722,1130005,10,55,3,22,153519,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|193;213|213;231|231;211|231;209|209;249|249;271|271;253|253;254|254;235|235;213|153;213|271;291|291;255|255;235|291;247|247;167
CIB1742,73384,1,27,0,12,65566,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;76|66;326|326;336|256;332|236;226|226;229|228;76|76;190|190;70|146;156
CIB1742,127965,2,33,0,18,52761,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|87;124|124;304|304;366|366;367|367;326|326;331|331;370|370;371|371;313|90;133|133;313|313;304|264;273|127;130|130;270|267;127
CIB1742,213664,3,39,2,17,83964,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|64;124|124;188|188;308|308;310|310;211|211;233|233;333|333;335|215;136|335;215|136;76|76;74|74;153|153;150|150;67
CIB1742,306218,4,39,1,19,90748,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;293|164;106|106;113|113;293|293;295|295;115|115;113|173;166|166;226|226;233|295;258|258;238|238;256|256;156|156;178|178;158|115;158
CIB1742,353132,5,21,0,10,42099,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|64;264|264;277|277;77|157;73|72;272|232;64|68;268|190;184
CIB1742,398898,6,37,0,20,39836,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;184|184;228|228;188|188;145|145;85|145;109|49;109|109;91|91;112|112;192|192;228|188;170|170;130|130;112|109;130|109;149|149;170
CIB1742,427597,7,25,0,14,27072,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|186;168|168;106|106;128|128;168|128;110|110;88|110;210|210;246|246;186|124;224|224;246
CIB1742,492678,8,35,1,16,63750,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|249;213|213;173|173;191|191;151|151;169|173;172|172;171|151;128|128;110|110;89|89;125|110;150
CIB1742,575315,9,59,10,11,80210,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;209|209;289|289;245|245;165|165;209|165;130|289;271|271;231|231;214|214;174
CIB1742,687016,10,45,1,22,108961,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|171;153|171;193|153;193|193;213|213;232|232;231|231;211|209;231|209;249|249;271|271;291|291;247|247;167|291;255|255;235|235;271|235;213|249;231
WIZ0946,96790,1,15,0,9,55116,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|336;326|332;256|236;226|228;76|146;156|70;190
WIZ0946,172897,2,35,0,19,72669,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|127;130|264;124|273;133|273;264|127;267|130;270|304;264|273;313|304;313|326;331|331;370|326;367|366;304|371;313|370;371|366;367
WIZ0946,265238,3,29,0,16,90342,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|188;124|308;188|310;308|310;211|211;233|233;333|333;335|335;215|150;67|150;153|153;74|74;76|76;136|136;215
WIZ0946,420528,4,45,2,18,152625,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|115;106|286;295|295;115|113;293|233;226|166;226|166;173|258;295|138;115|138;158|238;258|238;256|256;156|158;136|136;156
WIZ0946,541801,5,23,1,10,116242,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|64;232|272;72|268;68|184;188|188;190|73;157
WIZ0946,620009,6,49,2,21,74578,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|85;145|145;188|184;228|228;188|188;170|170;149|149;109|109;91|91;112|112;130|130;170|228;192|192;112|49;109|145;109|109;130
WIZ0946,661240,7,27,0,15,39363,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;88|88;110|110;128|128;106|128;168|168;106|124;186|186;168|110;210|210;246|246;186|124;224|224;246
WIZ0946,741874,8,29,0,16,72243,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|169;151|125;89|89;110|110;128|128;151|249;213|213;173|173;191|191;151|173;172|172;171|110;150
WIZ0946,835568,9,21,0,12,90927,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|209;210|130;165|209;289|289;271|214;174|214;231|271;231|165;209|165;245|245;289
WIZ0946,986549,10,77,8,23,147662,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|167;247|247;291|291;271|271;253|291;255|235;255|235;253|193;213|211;231|231;213|231;209|209;249|249;271|249;231|213;235|153;173|173;193
Hou3523,82414,1,15,0,9,49050,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|336;326|332;256|236;226|228;76|190;70|146;156
Hou3523,218738,2,51,4,17,127975,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|133;90|313;133|304;313|264;273|304;366|371;313|370;371|367;366|326;367|331;370|326;331|127;267|270;130|127;130
Hou3523,334724,3,43,0,16,114010,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|188;308|308;310|211;310|233;211|333;233|335;333|215;335|136;215|76;136|74;76|133;74|130;133|67;130
Hou3523,468928,4,35,0,17,130201,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;295|106;164|115;106|115;295|293;113|233;226|166;226|173;166|295;258|158;115|238;258|158;178|156;178|256;238|256;156
Hou3523,552874,5,21,1,9,80368,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|77;277|272;72|73;157|232;64|268;68|190;184
Hou3523,670938,6,41,0,21,103207,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|84;48|84;85|184;84|145;85|145;109|49;109|228;184|188;228|145;188|170;188|130;170|112;130|192;112|228;192|130;109|149;170|109;149|109;91|91;112
Hou3523,727821,7,25,0,14,51113,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|110;88|128;110|106;128|168;128|210;110|186;168|124;186|186;246|210;246|224;246|124;224|106;168
Hou3523,824510,8,39,2,17,95061,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|249;205|213;249|173;213|191;173|151;169|151;191|125;107|151;128|110;89|110;128|89;107|110;150|173;172|172;171
Hou3523,904188,9,21,0,11,76879,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;166|166;210|290;210|246;290|166;246|290;272|232;272|214;232|174;214
Hou3523,1063545,10,44,0,21,150961,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|211;167|193;211|171;153|193;171|211;231|213;231|193;213|231;209|209;189|247;167|291;247|271;291|235;271|255;291|235;255|209;249|271;249|235;213|153;193
jax0419,160334,1,71,8,12,145208,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;146|146;66|146;226|226;326|326;336|332;256|236;226|228;76|70;190|166;176
jax0419,229134,2,31,0,17,66302,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|304;366|366;367|367;326|326;331|331;370|370;371|371;313|313;133|133;90|264;273|304;313|267;127|127;130|130;270
jax0419,294895,3,29,0,16,60019,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|188;308|308;310|310;211|211;233|233;333|333;335|335;215|215;136|136;76|76;74|74;153|153;150|150;67
jax0419,430077,4,33,0,18,133434,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;295|164;106|106;115|106;115|115;295|293;113|166;173|166;226|226;233|295;258|258;238|238;256|256;156|156;178|178;158|158;115
jax0419,479123,5,15,0,9,47009,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|73;157|72;272|232;64|184;190|268;68
jax0419,560943,6,39,0,21,80000,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|184;228|228;192|192;112|112;91|91;109|112;130|130;170|170;149|109;130|109;149|170;188|188;228|188;145|145;85|109;145|109;49
jax0419,610044,7,25,0,14,46700,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;224|224;246|246;210|210;110|110;128|128;106|88;110|128;168|168;186|186;124|106;168|186;246
jax0419,668842,8,29,0,16,57255,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|128;151|110;150
jax0419,752918,9,22,0,11,81486,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;166|166;210|166;266|266;310|310;292|210;310|292;252|252;234|234;174
jax0419,879653,10,55,2,22,124807,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|171;193|153;171|167;267|211;231|231;213|213;193|231;209|209;249|267;311|275;311|275;255|255;291|291;311|291;269|255;233|153;233|233;269|269;249
LJC5555,16332,1,1,0,2,12679,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336
LJC5555,21055,2,1,0,2,2476,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90
LJC5555,24714,3,1,0,2,1997,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67
LJC5555,29281,4,1,0,2,3256,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164
LJC5555,32761,5,1,0,2,1760,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77
LJC5555,37175,6,1,0,2,3003,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85
LJC5555,42535,7,1,0,2,2938,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88
LJC5555,46929,8,1,0,2,2335,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169
LJC5555,50950,9,1,0,2,2679,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210
LJC5555,204374,10,59,4,20,152048,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;171|167;211|211;193|193;171|193;213|213;231|231;211|231;209|209;269|269;291|291;311|311;267|267;167|311;312|312;292|292;291|292;270|230;270
